,Unnamed: 0,ID,ProdID,Rating,ReviewCount,Category,Brand,Name,ImageURL,Description,Tags
4049,4050,591232,66787,3.4,7,"beauty, makeup, lip","kokie, cosmetics","Kokie Professional Lip Poudre Liquid Matte Liquid Lipstick, Infamous","https://i5.walmartimages.com/asr/fdd7498c-319f-4791-bc1f-fdea6f6ead4e_1.0a97822ba508366103e5533a1e2d71b9.jpeg | https://i5.walmartimages.com/asr/f21043f6-6616-4006-948e-ea8f366c27df_2.789b8e6718aa2396b8c25ee101a6f4ba.jpeg","matte, liquid, lipsticks, drying, right, wrong, presenting, kokie, professional, lip, poudre, liquid, matte, lip, powder, infamous, oz, gorgeous, liquid, lipstick, silky, application, powdery, dry, formula, provides, water, resistant, intensely, pigmented, weightless, color, flake, dry, lips, plus, kokie, professional, lip, poudre, liquid, matte, lip, powder, infamous, oz, reapplication, friendly, glides, cream, dries, feather, light, velvety, soft, matte, lipstick, kokie, professional, lip, poudre, liquid, matte, lip, powder, infamous, oz, try, professional, lip, poudre, liquid, matte, lip, powder, weightless, liquid, lipstick, applies, like, liquid, cream, dries, like, feather, light, velvety, soft, matte, lipstick, intense, matte, color, stands, waterproof, matte, lipstick, formula, goes, like, lip, gloss, kokie, matte, lipstick, provides, look, want, edgy, classy, relaxed","beauty, makeup, lip, kokie, cosmetics, matte, liquid, lipsticks, drying, right, wrong, presenting, kokie, professional, lip, poudre, liquid, matte, lip, powder, infamous, oz, gorgeous, liquid, lipstick, silky, application, powdery, dry, formula, provides, water, resistant, intensely, pigmented, weightless, color, flake, dry, lips, plus, kokie, professional, lip, poudre, liquid, matte, lip, powder, infamous, oz, reapplication, friendly, glides, cream, dries, feather, light, velvety, soft, matte, lipstick, kokie, professional, lip, poudre, liquid, matte, lip, powder, infamous, oz, try, professional, lip, poudre, liquid, matte, lip, powder, weightless, liquid, lipstick, applies, like, liquid, cream, dries, like, feather, light, velvety, soft, matte, lipstick, intense, matte, color, stands, waterproof, matte, lipstick, formula, goes, like, lip, gloss, kokie, matte, lipstick, provides, look, want, edgy, classy, relaxed"
4057,4058,9479,483,0.0,0,"personal, care, bath, body, hand, soaps",gojo,"MICRELL TFX Antibacterial Foam Handwash, 1200 mL Hand Soap Refill For MICRELL TFX Touch-Free Dispenser (Pack of 2) - 5357-02",https://i5.walmartimages.com/asr/fd37716d-170d-4a45-983a-0aafa325e24e_1.9867ff100d435205f7a499fa4e4be523.jpeg,"soft, rich, foam, formula, quick, acting, antimicrobial, ingredient, pcmx, encourages, frequent, degreasing, common, bacteria, cause, illness, foodservice, sealed, refill, helps, lock, germs, skylight, makes, easy, fill, level, sku, adib004i8wm6uprop, 65, warning, product, expose, kind, chemicals, known, state, california, cause, cancer, information, features, moisturizer, sensitive, skin, gently, conditions, leaving, skin, softer, smoother, supple, size, large, smoky, lash, 4, oz, plastic, dispenser, 200, pre, cut, strips, tear, free, wo, nt, sting, irritate, eyes, skin, dermatologist, ophthalmologist, pediatrician, tested, photostable, broad, spectrum, uva, uvb, protection, fragrance, fr","personal, care, bath, body, hand, soaps, gojo, soft, rich, foam, formula, quick, acting, antimicrobial, ingredient, pcmx, encourages, frequent, degreasing, common, bacteria, cause, illness, foodservice, sealed, refill, helps, lock, germs, skylight, makes, easy, fill, level, sku, adib004i8wm6uprop, 65, warning, product, expose, kind, chemicals, known, state, california, cause, cancer, information, features, moisturizer, sensitive, skin, gently, conditions, leaving, skin, softer, smoother, supple, size, large, smoky, lash, 4, oz, plastic, dispenser, 200, pre, cut, strips, tear, free, wo, nt, sting, irritate, eyes, skin, dermatologist, ophthalmologist, pediatrician, tested, photostable, broad, spectrum, uva, uvb, protection, fragrance, fr"
4058,4059,1459,45785,4.2,10,"cell, phones, cell, phone, accessories, phone, cases, shop, phone, cases, type, slim, phone, cases",njjex,"Cell Phone Cases For 6.1&quot iPhone 11, Njjex Liquid Silicone Gel Rubber Shockproof Case Ultra Thin Fit iPhone 11 Case Slim Matte Surface Cover For Apple iPhone 11 2019 -Black","https://i5.walmartimages.com/asr/5c9447ef-4722-493b-907f-205908f2a131_1.5f60b946ccc28961a373c42d647b03a9.jpeg | https://i5.walmartimages.com/asr/2e52456e-8368-4a17-aa9e-0a60322576a0_1.b4bb37fb116449b6187b7a555cdff0a4.jpeg | https://i5.walmartimages.com/asr/13a00194-87c5-46c5-81d4-85dafc0abdbc_1.b6be040358d53b2ad444040cfc74e5ce.jpeg | https://i5.walmartimages.com/asr/80510c22-6ae1-4d50-b8eb-713856673463_1.fa4839528a947c0ab9349e8764d963c2.jpeg | https://i5.walmartimages.com/asr/f33088d8-31ce-44b9-91c3-dbe30a671bf6_1.d34cef15be19df111f9a693fa3d3646a.jpeg | https://i5.walmartimages.com/asr/8a281cb9-7e3d-42e1-8dd5-ac7c4e1ba708_1.db1b96aaeb362a1425df60e59eb78bd0.jpeg | https://i5.walmartimages.com/asr/446f14e8-20d0-4ba7-bd94-d9b0d59041d6_1.f1b53a0c5e7d2db4e9a2606bb377d322.jpeg | https://i5.walmartimages.com/asr/d608367e-c3e9-4fdc-b3c1-0e0ffcad889c_1.d1352137cd17f0800e9e16e29533879a.jpeg | https://i5.walmartimages.com/asr/0848f0fb-745e-4ec4-b8e1-37ad0803e8f5_1.edebdeaaa06106d43b58692d63431585.jpeg","features, brand, new, good, quality, layer, design, shock, absorption, fit, apple, iphone, 11, designed, provide, quick, access, touch, controls, features, ports, lens, opening, buttons, controls, need, remove, charging, plugging, adjusting, volume, switching, access, user, interface, camera, lens, headphone, jack, speakerphone, microphone, snap, case, easy, remove, choose, color, compatible, iphone, 11, iphone, xi, package, includes, 1, x, njjex, iphone, 11, iphone, xi, case, retail, package, matte, surface, cases, cover, apple, iphone, 11, 2019, inch, elegant, stylish, iphone, 11, case, case, cover, apple, iphone, 11, compatiable, wireless, charging, case, easy, clean, iphone, 11, phone, case","cell, phones, cell, phone, accessories, phone, cases, shop, phone, cases, type, slim, phone, cases, njjex, features, brand, new, good, quality, layer, design, shock, absorption, fit, apple, iphone, 11, designed, provide, quick, access, touch, controls, features, ports, lens, opening, buttons, controls, need, remove, charging, plugging, adjusting, volume, switching, access, user, interface, camera, lens, headphone, jack, speakerphone, microphone, snap, case, easy, remove, choose, color, compatible, iphone, 11, iphone, xi, package, includes, 1, x, njjex, iphone, 11, iphone, xi, case, retail, package, matte, surface, cases, cover, apple, iphone, 11, 2019, inch, elegant, stylish, iphone, 11, case, case, cover, apple, iphone, 11, compatiable, wireless, charging, case, easy, clean, iphone, 11, phone, case"
4059,4060,547,-9223372036854775808,4.5,495,"beauty, hair, care, conditioner, conditioner",tresemmé,"TRESemme Moisture Rich Conditioner with Pump, 39 fl oz","https://i5.walmartimages.com/asr/8ef368aa-a0e3-403b-9fee-0594c28d7eaf_1.1fbb21f502cacc17390b1c12c53a1dc0.jpeg | https://i5.walmartimages.com/asr/c00c7b49-df1b-4de4-8a45-9cf3bc73a359_1.03f5eef70dc0d861231594ead37f28ef.jpeg | https://i5.walmartimages.com/asr/1d933750-c1b4-4a03-acff-bebf10fe304b_1.93ddec85f238ec66b848636bcaeaf220.jpeg | https://i5.walmartimages.com/asr/f2e67cfe-5ca6-4039-be62-aa76aa2373ed_1.16347af19103d8c735ce19f2caccd81b.jpeg | https://i5.walmartimages.com/asr/2a3adb65-fd09-4a5c-8e34-13f7dfaef63d_1.5740a7946bdb95574d08de817eed5b70.jpeg","let, dry, hair, way, good, day, tresemme, moisture, rich, conditioner, advanced, moisturizing, formula, restores, vibrancy, gorgeous, look, radiant, shine, healthy, looking, hair, starts, getting, right, hydration, dry, locks, need, love, use, advanced, moisturizing, tresemme, moisture, rich, system, hair, quenching, boost, moisture, enriched, vitamin, e, professional, quality, conditioner, delivers, optimized, hydration, targets, dryness, seals, moisture, hair, needs, designed, daily, use, lightweight, professional, quality, tresemme, moisture, rich, conditioner, infused, vitamin, e, works, moisturizing, shampoo, revive, dry, damaged, tresses, weighing, hair, means, hydrated, soft, hair, shine, makes, feel, point, single, day, step, 1, start, routine, tresemme, moisture, rich, shampoo, step, 2, apply, adequate, mid, shaft, ends, work, left, roots, step, 3, run, wide, tooth, comb, fingers, roots, ends, detangle, fully, coat, hair, leave, 2, 3, minutes, rinse, thoroughly, step, 3, follow, tresemme, moisture, rich, hair, conditioner, dry, hair, step, 4, finish, favorite, tresemme, styling, aids, needed, tresemme, moisture, rich, conditioner, helps, restore, vibrancy, healthy, looking, hair, shine, ready, style, tresemme, conditioner, pump, moisture, rich, 39, oz, tresemme, conditioner, dry, hair, brilliantly, revives, dry, damaged, hair, providing, moisture, hair, needs, tresemme, moisturizing, conditioner, designed, deliver, optimized, hydration, help, restore, vibrancy, providing, touchably, soft, salon, healthy, hair, tresemme, moisture, rich, hair, conditioner, uses, advanced, moisturizing, system, formulated, vitamin, e, delivers, salon, healthy, look, enviable, shine, tresemme, moisture, rich, hair, conditioner, damaged, hair, perfect, daily, use, ideal, men, women, dry, damaged, hair, hair, conditioner, color, treated, hair, offers, professional, affordable, salon, quality, hair, treatment, dry, hair, salon, price, tag, dry, hair, conditioner, works, great, conjunction, tresemme, moisture, rich, shampoo, hair, care, products","beauty, hair, care, conditioner, conditioner, tresemmé, let, dry, hair, way, good, day, tresemme, moisture, rich, conditioner, advanced, moisturizing, formula, restores, vibrancy, gorgeous, look, radiant, shine, healthy, looking, hair, starts, getting, right, hydration, dry, locks, need, love, use, advanced, moisturizing, tresemme, moisture, rich, system, hair, quenching, boost, moisture, enriched, vitamin, e, professional, quality, conditioner, delivers, optimized, hydration, targets, dryness, seals, moisture, hair, needs, designed, daily, use, lightweight, professional, quality, tresemme, moisture, rich, conditioner, infused, vitamin, e, works, moisturizing, shampoo, revive, dry, damaged, tresses, weighing, hair, means, hydrated, soft, hair, shine, makes, feel, point, single, day, step, 1, start, routine, tresemme, moisture, rich, shampoo, step, 2, apply, adequate, mid, shaft, ends, work, left, roots, step, 3, run, wide, tooth, comb, fingers, roots, ends, detangle, fully, coat, hair, leave, 2, 3, minutes, rinse, thoroughly, step, 3, follow, tresemme, moisture, rich, hair, conditioner, dry, hair, step, 4, finish, favorite, tresemme, styling, aids, needed, tresemme, moisture, rich, conditioner, helps, restore, vibrancy, healthy, looking, hair, shine, ready, style, tresemme, conditioner, pump, moisture, rich, 39, oz, tresemme, conditioner, dry, hair, brilliantly, revives, dry, damaged, hair, providing, moisture, hair, needs, tresemme, moisturizing, conditioner, designed, deliver, optimized, hydration, help, restore, vibrancy, providing, touchably, soft, salon, healthy, hair, tresemme, moisture, rich, hair, conditioner, uses, advanced, moisturizing, system, formulated, vitamin, e, delivers, salon, healthy, look, enviable, shine, tresemme, moisture, rich, hair, conditioner, damaged, hair, perfect, daily, use, ideal, men, women, dry, damaged, hair, hair, conditioner, color, treated, hair, offers, professional, affordable, salon, quality, hair, treatment, dry, hair, salon, price, tag, dry, hair, conditioner, works, great, conjunction, tresemme, moisture, rich, shampoo, hair, care, products"
4063,4064,70037,81,4.4,81,"beauty, beauty, brands, remington",remington,"Remington Virtually Indestructible Barbershop Clipper 15-Piece Kit Hair Cut Kit, Black Hc5850A","https://i5.walmartimages.com/asr/4f707559-b413-4b25-b2bd-1aa346d5794a_1.be183d2eb97741f8e690bdde930624ef.jpeg | https://i5.walmartimages.com/asr/99b7f834-7e8d-438b-9580-898a4c5032ca_1.aaec257ecf65de1c79f6af6289a32fc1.jpeg | https://i5.walmartimages.com/asr/9313d87f-c8f0-4522-8ef4-a94f97a91aaa_1.66a2d7cde8fb6045a82d9c914d8fa223.jpeg | https://i5.walmartimages.com/asr/b75a0a55-9ee2-4488-aca7-42caeef77dab_1.4d2cae9326ce091321eb643749277f8b.jpeg | https://i5.walmartimages.com/asr/3a2a8d57-3850-4015-bc45-e9eaefe9afee_1.33df55ec3c73a5fb6e671d87faae96cd.jpeg | https://i5.walmartimages.com/asr/5b758428-209a-40ca-ae5a-0d7bb836e3bf_1.4ed68a31ecb24cb6a3dbf90c1a5e2c48.jpeg | https://i5.walmartimages.com/asr/da95ecff-52ff-4d6e-99a7-2fd014a0a334_1.1938e0d4330ac5344d28a6b2ff56340a.jpeg | https://i5.walmartimages.com/asr/8b5ab358-7fd3-451a-91ae-af605c1ab48f_1.062d3645998b5965eacba6289cce70b4.jpeg | https://i5.walmartimages.com/asr/9a511f97-5d72-48d1-814e-903ffd9922a4_1.7fba20d2f480bc9c27cde76022ed35a1.jpeg","engineered, tough, lifetime, remington, virtually, indestructible, barbershop, clipper, features, high, impact, polycarbonate, casing, protect, powerful, interior, backed, lifetime, warranty, super, magnet, motor, drives, maximum, power, precision, ground, blades, 4x, faster, cutting, performance, exclusive, powercut, blade, system, keeps, blades, properly, aligned, smooth, cut, time, plus, 15, piece, kit, puts, final, touches, haircut, barber, cape, 8, guide, combs, barber, scissors, blade, oil, guard, cleaning, brush, storage, pouch, compared, remington, hc1080, barber, kit, need, hassle, free, haircuts, kit, includes, guide, combs, barber, scissors, haircut, cape, lifetime, warranty, virtually, indestructible, barbershop, clipper, built, high, impact, housing, protects, advanced, engineering, inside, performance, ready, super, magnet, motor, drives, maximum, power, cutting, system, precise, cutting, thickest, hair, clean, maintain, designed, long, haul, removable, blade, system, included, blade, oil, help, cleanup, maintenance, 15, piece, kit, cut, style, protect, virtually, indestructible, clipper, comes, 8, guide, combs, barber, scissors, oil, blades, plus, durable, hard, case, keeps, organized, powercut, blade, system, snagging, pulling, exclusive, system, keeps, blades, proper, alignment, smooth, cut","beauty, beauty, brands, remington, remington, engineered, tough, lifetime, remington, virtually, indestructible, barbershop, clipper, features, high, impact, polycarbonate, casing, protect, powerful, interior, backed, lifetime, warranty, super, magnet, motor, drives, maximum, power, precision, ground, blades, 4x, faster, cutting, performance, exclusive, powercut, blade, system, keeps, blades, properly, aligned, smooth, cut, time, plus, 15, piece, kit, puts, final, touches, haircut, barber, cape, 8, guide, combs, barber, scissors, blade, oil, guard, cleaning, brush, storage, pouch, compared, remington, hc1080, barber, kit, need, hassle, free, haircuts, kit, includes, guide, combs, barber, scissors, haircut, cape, lifetime, warranty, virtually, indestructible, barbershop, clipper, built, high, impact, housing, protects, advanced, engineering, inside, performance, ready, super, magnet, motor, drives, maximum, power, cutting, system, precise, cutting, thickest, hair, clean, maintain, designed, long, haul, removable, blade, system, included, blade, oil, help, cleanup, maintenance, 15, piece, kit, cut, style, protect, virtually, indestructible, clipper, comes, 8, guide, combs, barber, scissors, oil, blades, plus, durable, hard, case, keeps, organized, powercut, blade, system, snagging, pulling, exclusive, system, keeps, blades, proper, alignment, smooth, cut"
4075,4076,134437,69,0.0,2,"household, essentials, cleaning, supplies, cleaning, tools, sponges, scrubbers",pixnor,50pcs Extra High-density Durable Nano Magic Cleaning Sponge Eraser Strong Decontamination Washing Brush (White),https://i5.walmartimages.com/asr/c5bc82b1-4389-494f-b6a0-be872e5923bc_1.72c4a883e84615fad6dc72b42fb878af.jpeg,"item, manufactured, premium, material, durable, long, lasting, use, adoption, physical, mechanism, theory, product, removes, stubborn, dirt, easily, cleanser, high, density, strong, detergency, effectively, clean, kitchenware, suitable, cleaning, kitchenware, car, glass, furniture, etc, brand, new, look, cleaning, color, white, material, sponge, size, 10, x, 6, x, x, x, premium, nano, sponge, durable, excellent, cleaning, performance, adoption, physical, mechanism, theory, product, removes, stubborn, dirt, easily, cleanser, high, density, strong, detergency, effectively, clean, kitchenware, suitable, cleaning, kitchenware, car, glass, furniture, etc, brand, new, look, cleaning","household, essentials, cleaning, supplies, cleaning, tools, sponges, scrubbers, pixnor, item, manufactured, premium, material, durable, long, lasting, use, adoption, physical, mechanism, theory, product, removes, stubborn, dirt, easily, cleanser, high, density, strong, detergency, effectively, clean, kitchenware, suitable, cleaning, kitchenware, car, glass, furniture, etc, brand, new, look, cleaning, color, white, material, sponge, size, 10, x, 6, x, x, x, premium, nano, sponge, durable, excellent, cleaning, performance, adoption, physical, mechanism, theory, product, removes, stubborn, dirt, easily, cleanser, high, density, strong, detergency, effectively, clean, kitchenware, suitable, cleaning, kitchenware, car, glass, furniture, etc, brand, new, look, cleaning"
4078,4079,963446,23,4.5,480,"health, superfoods, cleanses, superfoods, natural, alternatives",vega,"Vega Sport Premium Plant Protein Powder, Berry, 30g Protein, 12 Ct","https://i5.walmartimages.com/asr/96e68381-d159-4ba9-a500-c0ce84b267ac_1.16c310ef931da680968cac580a375503.png | https://i5.walmartimages.com/asr/8f8bad5f-ba3b-4fff-8792-f0cf082541d5_1.e7c7be083dfbb7552ff7333a67c671e4.jpeg | https://i5.walmartimages.com/asr/bf14fc4d-e699-45b0-bdff-5e0956207b15_1.30171f936e88270c2a3b99b7dd4e6beb.jpeg | https://i5.walmartimages.com/asr/d15a006d-150c-478f-b994-cc1e79d78c38_1.ad518699bab808acbd67a9115467272d.jpeg | https://i5.walmartimages.com/asr/6d44dd29-7e9d-4711-9d98-0d5035919f3d_1.60370fe10b633d39e1f7cedd8fb64dcf.jpeg | https://i5.walmartimages.com/asr/9d9fdb57-6fae-4cac-bf9b-e2531081e8de_1.578c0053938f61dad32dfea8d0867c3f.jpeg | https://i5.walmartimages.com/asr/e971c2ff-7a9a-4c3b-9f22-98f52b69006d_1.692638b8bf89a84398ef4f9433d94b89.jpeg | https://i5.walmartimages.com/asr/5cf7b495-ab42-43b7-9841-1682e4ae5574_1.2ba6a24f7aa41ca7c62f888e56458bac.jpeg","shake, post, workout, help, rebuild, repair, muscle, 30, g, plant, based, protein, voted, 1, sport, nutrition, product, year, 2020, customers, 30, grams, plant, based, protein, pea, pumpkin, seed, organic, sunflower, seed, alfalfa, protein, 5, grams, bcaas, 2, billion, cfu, probiotics, bacillus, coagulans, tart, cherry, support, recovery, zero, artificial, flavors, sweeteners, gluten, free, vegan, certified, nsf, certified, artificial, flavors, colors, sweeteners, non, gmo, project, certified, product, keto, friendly, tip, add, coconut, oil, smoothie, shake, little, extra, fat, medical, food, contents, settle, shipping, nt, worry, s, normal, getting, servings, listed, product","health, superfoods, cleanses, superfoods, natural, alternatives, vega, shake, post, workout, help, rebuild, repair, muscle, 30, g, plant, based, protein, voted, 1, sport, nutrition, product, year, 2020, customers, 30, grams, plant, based, protein, pea, pumpkin, seed, organic, sunflower, seed, alfalfa, protein, 5, grams, bcaas, 2, billion, cfu, probiotics, bacillus, coagulans, tart, cherry, support, recovery, zero, artificial, flavors, sweeteners, gluten, free, vegan, certified, nsf, certified, artificial, flavors, colors, sweeteners, non, gmo, project, certified, product, keto, friendly, tip, add, coconut, oil, smoothie, shake, little, extra, fat, medical, food, contents, settle, shipping, nt, worry, s, normal, getting, servings, listed, product"
4096,4097,659732507,1,0.0,5,"beauty, best, beauty, gift, ideas, best, beauty, gifts, 15","onyx, professional","Onyx Professional LED Mirror with In-Base Storage and Magnifying Mirror, White","https://i5.walmartimages.com/asr/fecac463-481d-4ee6-943c-fdfd0a938adf.2f0014fa938c7732c221326b3cff4f9e.jpeg | https://i5.walmartimages.com/asr/e4a4ffb1-8481-440e-87e8-96398b7005b7.bf1347129bef641a6f8d8f1e19ae565b.jpeg | https://i5.walmartimages.com/asr/a55f5838-e432-4c60-89b3-f5a76e2cef2d.87a11e961513b4f5d35139d55b86a0e7.jpeg | https://i5.walmartimages.com/asr/760c3982-41ae-47fc-814f-72db5c96804d.11ce88b7d4c7e7b831386fcb7af454e1.jpeg | https://i5.walmartimages.com/asr/e417bda7-5dbc-4aba-8f78-61e374a0d3d7.54a17fcd6340e044604cd28681f36c64.jpeg | https://i5.walmartimages.com/asr/95a22e89-b983-4b59-a41a-e757912b7a5f.c10463fadc186311d2a5bc4f2168a367.jpeg | https://i5.walmartimages.com/asr/bc1916b0-7321-43f9-9669-306efcbbc898.2a0d1a7ef3863949425cdee5fee7f162.jpeg","open, world, new, possibilities, love, ellies, led, trifold, makeup, mirror, makeup, routine, flawless, pretty, thanks, trifold, capabilities, led, makeup, mirror, best, features, angle, paired, 180, rotation, mirrors, makeup, needs, s, need, multiple, mirrors, different, magnifications, hands, brushes, enjoy, convenience, standard, view, 2x, 3x, magnification, mirror, brighten, dim, lights, achieve, best, glow, simple, touch, activation, feature, routine, feel, free, use, mirrors, base, tray, hold, small, items, easy, access, worries, clumsy, cords, mirror, shining, bright, mirror, powered, usb, charging, batteries, face, shining, bright, size, weight, mirror, makes, perfect, portable, mirror, home, need, close, open, led, trifold, mirror, literally, bright, flawless, makeup, base, storage, 180, rotation, touch, activation, dimmable, lights, battery, powered, usb, powered, multiple, mirror, standard, view, 2x, magnification, 3x, magnification, portable, perfect, travel","beauty, best, beauty, gift, ideas, best, beauty, gifts, 15, onyx, professional, open, world, new, possibilities, love, ellies, led, trifold, makeup, mirror, makeup, routine, flawless, pretty, thanks, trifold, capabilities, led, makeup, mirror, best, features, angle, paired, 180, rotation, mirrors, makeup, needs, s, need, multiple, mirrors, different, magnifications, hands, brushes, enjoy, convenience, standard, view, 2x, 3x, magnification, mirror, brighten, dim, lights, achieve, best, glow, simple, touch, activation, feature, routine, feel, free, use, mirrors, base, tray, hold, small, items, easy, access, worries, clumsy, cords, mirror, shining, bright, mirror, powered, usb, charging, batteries, face, shining, bright, size, weight, mirror, makes, perfect, portable, mirror, home, need, close, open, led, trifold, mirror, literally, bright, flawless, makeup, base, storage, 180, rotation, touch, activation, dimmable, lights, battery, powered, usb, powered, multiple, mirror, standard, view, 2x, magnification, 3x, magnification, portable, perfect, travel"
4111,4112,449809,617,0.0,0,"household, essentials, air, fresheners, spray, air, fresheners, trigger, spray, trigger, spray","static, guard","Static Guard Fresh Linen Scent Spray, 5.5 Oz - pack of 6","https://i5.walmartimages.com/asr/8ff4f66d-b17b-4414-b1ae-aba848d0b159.d1d3bd8c89666d9e591893c29029a8c7.png | https://i5.walmartimages.com/asr/cc75b9eb-b3a9-497b-b6ce-2a860c572031.15382112b8f9f756e95a79c2ec2a2b8b.jpeg | https://i5.walmartimages.com/asr/c767f160-bf4d-4de0-827e-bbfc7cfabbc4.c9a14fc4579fdab7271db74ba7a87efb.jpeg","use, clothes, release, clinging, pet, hair, rid, flyaway, hairinstantly, eliminates, static, cling, fresh, linen, guard, fresh, linen, scent, spray, oz, 3, pack","household, essentials, air, fresheners, spray, air, fresheners, trigger, spray, trigger, spray, static, guard, use, clothes, release, clinging, pet, hair, rid, flyaway, hairinstantly, eliminates, static, cling, fresh, linen, guard, fresh, linen, scent, spray, oz, 3, pack"
4120,4121,40558005578,2,0.0,7,"health, superfoods, cleanses, superfood, caps",foods,NOW Foods Bee Pollen 500mg 100 Capsules,"https://i5.walmartimages.com/asr/e2eb4153-ab76-450b-bfbf-5af70cac8efc_1.2c0d4f4a6fb52c6205863c97aac668ae.jpeg | https://i5.walmartimages.com/asr/644e3471-7148-4f44-9ecd-456c86ea892e_1.f1e002306f0ba4f59738cb372a5cc0d8.jpeg","highly, nutritious, food, elements, composing, human, body, supplies, vitamins, amino, acids, trace, minerals, enzymes, balance, provides, optimum, bioavailability, bee, pollen, delivers, natural, nutrient, profile, found, genuine, foods, bee, pollen, 500, mg, foods, 100, caps, bee, pollen, fine, powder, composes, male, element, flower, honey, bees, harvesting, pollen, instinctively, gather, pollen, pure, healthy, mixed, flower, nectar, bee, saliva, form, natural","health, superfoods, cleanses, superfood, caps, foods, highly, nutritious, food, elements, composing, human, body, supplies, vitamins, amino, acids, trace, minerals, enzymes, balance, provides, optimum, bioavailability, bee, pollen, delivers, natural, nutrient, profile, found, genuine, foods, bee, pollen, 500, mg, foods, 100, caps, bee, pollen, fine, powder, composes, male, element, flower, honey, bees, harvesting, pollen, instinctively, gather, pollen, pure, healthy, mixed, flower, nectar, bee, saliva, form, natural"
4130,4131,263644202,562,0.0,23,"health, superfoods, cleanses, super, greens, super, greens, powder",orgain,"Orgain Organic Superfoods Berry Flavor All-In-One Super Nutrition, 0.62 lbs","https://i5.walmartimages.com/asr/158af969-2de4-4e75-b087-27cec247dda8_1.2578cfa036739f0858bd44badb17439e.jpeg | https://i5.walmartimages.com/asr/d2ca2550-abfe-4179-81e1-7f9da7ca0a9b_1.74fcd5e3679e9ba3fd2ae64074c7b732.jpeg | https://i5.walmartimages.com/asr/c49bd4ca-d33a-48cc-8341-d7bdb68e4852_1.92a07b63bf76285b17cd17531ee68aea.jpeg | https://i5.walmartimages.com/asr/d25ee23b-d2a9-4e1e-b537-343fbad9cb06_1.023afeb9a1c40ee60028078f07a8e498.jpeg","berry, flavor, super, nutrition, product, features, doctor, developed, organic, nutrition, 50, organic, superfoods, scoop, organic, greens, 7, g, organic, fiber, 5, billion, probiotics, organic, veggies, organic, super, berries, organic, chia, seeds, natural, flavors, gluten, free, added, sugar, organic, suitable, vegans, packing, recyclable, hdpe, 2","health, superfoods, cleanses, super, greens, super, greens, powder, orgain, berry, flavor, super, nutrition, product, features, doctor, developed, organic, nutrition, 50, organic, superfoods, scoop, organic, greens, 7, g, organic, fiber, 5, billion, probiotics, organic, veggies, organic, super, berries, organic, chia, seeds, natural, flavors, gluten, free, added, sugar, organic, suitable, vegans, packing, recyclable, hdpe, 2"
4131,4132,810655,1,0.0,0,"personal, care, feminine, care, feminine, care",estrovan,Estroven Max Strength Menopause Relief for Hot Flashes + Night Sweats -28 Count,https://i5.walmartimages.com/asr/69ac20ea-692d-4e69-aca1-a21f587b928c.41f1c2dbb42aed300a34d0d84832c460.jpeg,"help, feel, like, estroven, maximum, strength, energy, designed, provide, maximum, relief, bothersome, menopause, symptoms, hot, flashes, night, sweats, menopausal, irritability, mood, energy, effective, dietary, supplement, drug, free, estrogen, 2x, naturally, sourced, black, cohosh, compared, leading, brands, plus, clinically, proven, soy, isoflavones, help, reduce, frequency, severity, hot, flashes, night, naturally, sourced, magnolia, bark, help, safely, reduce, menopausal, irritability, manage, naturally, sourced, green, tea, yerba, maté, help, boost, energy, manage, max, strength, menopause, relief, hot, flashes, night, sweats, count","personal, care, feminine, care, feminine, care, estrovan, help, feel, like, estroven, maximum, strength, energy, designed, provide, maximum, relief, bothersome, menopause, symptoms, hot, flashes, night, sweats, menopausal, irritability, mood, energy, effective, dietary, supplement, drug, free, estrogen, 2x, naturally, sourced, black, cohosh, compared, leading, brands, plus, clinically, proven, soy, isoflavones, help, reduce, frequency, severity, hot, flashes, night, naturally, sourced, magnolia, bark, help, safely, reduce, menopausal, irritability, manage, naturally, sourced, green, tea, yerba, maté, help, boost, energy, manage, max, strength, menopause, relief, hot, flashes, night, sweats, count"
4132,4133,435,69993,3.0,8,"beauty, beauty, brands, rimmel, rimmel, lip, makeup",rimmel,"Coty Rimmel Lasting Finish by Kate Lipstick, 0.14 oz","https://i5.walmartimages.com/asr/84584122-e115-4b5e-b25a-22a7ffa1f2c8_1.64c97a726b965cbacd76af1bfb4db947.jpeg | https://i5.walmartimages.com/asr/38a7a97e-f08d-4a51-8eec-c3a07ca9bb14_1.3e92f355a996686d4bf252df042baa73.jpeg","lasting, finish, lipstick, provides, high, intensity, color, 8, hours, formulated, smooth, creamy, texture, comfortable, wear, color, protect, technology, provides, longer, wear, 25, color, rimmel, lasting, finish, kate, lipstick, oz","beauty, beauty, brands, rimmel, rimmel, lip, makeup, rimmel, lasting, finish, lipstick, provides, high, intensity, color, 8, hours, formulated, smooth, creamy, texture, comfortable, wear, color, protect, technology, provides, longer, wear, 25, color, rimmel, lasting, finish, kate, lipstick, oz"
